sample_id,augmented_sample_id,source_sample_id,user_id,label,role,outer_fold_id,inner_fold_id,num_points,num_strokes,bbox_width,bbox_height,bbox_area,bbox_aspect,centroid_x,centroid_y,std_x,std_y,start_x,start_y,end_x,end_y,delta_x,delta_y,path_length,straight_line_distance,straightness,stroke_transition_count,longest_stroke_ratio,single_point_strokes,dwell_step_ratio,step_mean,step_std,step_min,step_max,step_median,step_q25,step_q75,same_stroke_step_mean,same_stroke_step_std,same_stroke_step_min,same_stroke_step_max,same_stroke_step_median,same_stroke_step_q25,same_stroke_step_q75,acceleration_mean,acceleration_std,acceleration_min,acceleration_max,acceleration_median,acceleration_q25,acceleration_q75,curvature_mean,curvature_std,curvature_min,curvature_max,curvature_median,curvature_q25,curvature_q75,stroke_duration_points_mean,stroke_duration_points_std,stroke_duration_points_min,stroke_duration_points_max,stroke_duration_points_median,stroke_duration_points_q25,stroke_duration_points_q75,feature8d_0_mean,feature8d_0_std,feature8d_0_min,feature8d_0_max,feature8d_0_median,feature8d_0_q25,feature8d_0_q75,feature8d_1_mean,feature8d_1_std,feature8d_1_min,feature8d_1_max,feature8d_1_median,feature8d_1_q25,feature8d_1_q75,feature8d_2_mean,feature8d_2_std,feature8d_2_min,feature8d_2_max,feature8d_2_median,feature8d_2_q25,feature8d_2_q75,feature8d_3_mean,feature8d_3_std,feature8d_3_min,feature8d_3_max,feature8d_3_median,feature8d_3_q25,feature8d_3_q75,feature8d_4_mean,feature8d_4_std,feature8d_4_min,feature8d_4_max,feature8d_4_median,feature8d_4_q25,feature8d_4_q75,feature8d_5_mean,feature8d_5_std,feature8d_5_min,feature8d_5_max,feature8d_5_median,feature8d_5_q25,feature8d_5_q75,feature8d_6_mean,feature8d_6_std,feature8d_6_min,feature8d_6_max,feature8d_6_median,feature8d_6_q25,feature8d_6_q75,feature8d_7_mean,feature8d_7_std,feature8d_7_min,feature8d_7_max,feature8d_7_median,feature8d_7_q25,feature8d_7_q75
20260704_230207_s0bru0__outer02__inner00__aug02,20260704_230207_s0bru0__outer02__inner00__aug02,20260704_230207_s0bru0,user1,অ,train,2,0,156.0,4.0,1.064881,0.668837,0.712232,1.592138,-0.003776,0.039344,0.314736,0.203761,-0.052256,0.092867,0.064325,0.346483,0.116581,0.253616,4.595088,0.279128,0.060745,3.0,0.807692,1.0,0.0,0.029646,0.020527,0.002011,0.096344,0.024415,0.013695,0.04388,0.029791,0.020652,0.002011,0.096344,0.024471,0.013785,0.044001,-0.000352,0.018838,-0.063519,0.065318,-0.002001,-0.009334,0.008719,0.634704,0.744537,0.000928,3.126637,0.344964,0.12849,0.817231,39.0,50.680371,1.0,126.0,14.5,7.0,46.5,0.000575,0.026662,-0.063756,0.086446,0.000235,-0.011189,0.011627,0.001298,0.023821,-0.091565,0.078054,0.00343,-0.007989,0.013253,0.154956,0.677213,-0.998519,0.999888,0.205985,-0.447972,0.869943,0.095025,0.71298,-0.998877,1.0,0.057587,-0.645112,0.859976,0.057514,0.478061,-0.999794,0.99761,0.027599,-0.215616,0.346246,0.714653,0.507366,-0.999888,1.0,0.950446,0.718279,0.99549,0.974359,0.158062,0.0,1.0,1.0,1.0,1.0,0.025641,0.158062,0.0,1.0,0.0,0.0,0.0
20260704_230207_s0bru0__outer02__inner00__aug03,20260704_230207_s0bru0__outer02__inner00__aug03,20260704_230207_s0bru0,user1,অ,train,2,0,129.0,4.0,1.009477,0.59929,0.604969,1.684455,0.046216,0.023829,0.296562,0.183108,-0.012858,0.074203,0.095813,0.298791,0.108671,0.224588,4.355952,0.249498,0.057277,3.0,0.79845,0.0,0.0,0.034031,0.028238,0.003186,0.156421,0.026895,0.014792,0.045171,0.034131,0.028516,0.003186,0.156421,0.026934,0.014752,0.04511,-0.000216,0.029098,-0.083386,0.138425,-0.000803,-0.015075,0.012209,0.870111,0.876058,0.014167,3.119483,0.498431,0.235887,1.166253,32.25,41.203004,2.0,103.0,12.0,5.75,38.5,0.000562,0.03464,-0.11262,0.156301,0.0,-0.016171,0.013523,0.001207,0.02674,-0.086919,0.070158,0.002378,-0.009713,0.018418,0.110894,0.679647,-0.999225,0.999838,0.14537,-0.520813,0.788286,0.058411,0.722752,-0.999907,1.0,0.09577,-0.674105,0.830376,0.057952,0.517543,-0.995689,0.992076,0.02537,-0.361062,0.437991,0.588097,0.618815,-0.999756,1.0,0.898979,0.483981,0.982744,0.968992,0.173339,0.0,1.0,1.0,1.0,1.0,0.031008,0.173339,0.0,1.0,0.0,0.0,0.0
20260704_230243_20ggrl__outer02__inner00__aug01,20260704_230243_20ggrl__outer02__inner00__aug01,20260704_230243_20ggrl,user1,অ,train,2,0,214.0,5.0,1.046204,0.691951,0.723922,1.511963,-0.017217,-0.100665,0.298027,0.228381,-0.488451,-0.076219,0.436362,-0.241284,0.924813,-0.165065,6.420525,0.939428,0.146316,4.0,0.588785,1.0,0.009569,0.030143,0.034115,0.000658,0.338907,0.021904,0.01267,0.036335,0.027206,0.020211,0.000658,0.102452,0.021045,0.012528,0.035593,-0.000142,0.040717,-0.276343,0.24274,6.6e-05,-0.013306,0.012024,0.926666,0.889873,0.005066,3.12279,0.593724,0.214495,1.437121,42.8,50.987842,1.0,126.0,6.0,2.0,79.0,0.00246,0.022396,-0.087157,0.100378,0.001319,-0.008322,0.012607,-0.002421,0.024664,-0.101838,0.072303,0.000302,-0.011992,0.010705,0.007317,0.716083,-0.999912,0.999944,0.012615,-0.762163,0.697945,0.140241,0.683743,-0.999399,1.0,0.15742,-0.511148,0.849436,0.067725,0.543676,-0.999154,0.999978,0.072543,-0.279579,0.474101,0.506207,0.666021,-0.999824,1.0,0.890782,0.181964,0.980644,0.976636,0.151058,0.0,1.0,1.0,1.0,1.0,0.023364,0.151058,0.0,1.0,0.0,0.0,0.0
20260704_230243_20ggrl__outer02__inner00__aug02,20260704_230243_20ggrl__outer02__inner00__aug02,20260704_230243_20ggrl,user1,অ,train,2,0,230.0,5.0,0.956907,0.706308,0.675871,1.354801,-0.002689,-0.088444,0.277187,0.207059,-0.427921,-0.004107,0.390305,-0.284758,0.818226,-0.280651,5.610294,0.86502,0.154184,4.0,0.591304,1.0,0.013333,0.024499,0.030897,0.001539,0.311933,0.017005,0.00878,0.031542,0.02177,0.01776,0.001539,0.118865,0.016683,0.00873,0.03111,-0.000101,0.035591,-0.268334,0.228066,-0.000133,-0.007762,0.007042,0.754863,0.765831,0.003304,3.133356,0.474017,0.176241,1.043315,46.0,55.103539,1.0,136.0,6.0,2.0,85.0,0.001682,0.018896,-0.087857,0.09303,0.0,-0.007374,0.009461,-0.002293,0.020176,-0.080064,0.059515,0.0,-0.009326,0.008141,-0.013038,0.712205,-0.999993,1.0,0.0,-0.736605,0.719272,0.100017,0.694687,-0.999672,1.0,0.020597,-0.53215,0.839321,0.054058,0.534624,-0.99952,0.999768,0.039085,-0.291226,0.445837,0.636322,0.553488,-0.999965,1.0,0.913979,0.594045,0.988253,0.978261,0.145831,0.0,1.0,1.0,1.0,1.0,0.021739,0.145831,0.0,1.0,0.0,0.0,0.0
20260704_230243_20ggrl__outer02__inner00__aug03,20260704_230243_20ggrl__outer02__inner00__aug03,20260704_230243_20ggrl,user1,অ,train,2,0,246.0,5.0,0.924045,0.659081,0.609021,1.40202,0.038382,-0.096118,0.265013,0.201788,-0.377379,-0.033229,0.429783,-0.267188,0.807162,-0.233959,6.133075,0.840385,0.137025,4.0,0.589431,1.0,0.012448,0.025033,0.028935,0.000963,0.290672,0.017515,0.011205,0.031182,0.022564,0.016354,0.000963,0.111593,0.017285,0.01065,0.030389,-4.1e-05,0.036486,-0.255027,0.253062,-0.000285,-0.0102,0.011151,1.119861,0.916543,0.004333,3.136373,0.952254,0.296759,1.729868,49.2,59.036938,1.0,145.0,6.0,2.0,92.0,0.00161,0.018326,-0.070021,0.074087,0.000834,-0.008417,0.010763,-0.001977,0.020457,-0.086891,0.077653,-0.000855,-0.01189,0.008618,-0.03773,0.717315,-0.999732,0.999944,-0.078935,-0.744884,0.698786,0.108949,0.687144,-0.99843,1.0,0.133059,-0.540921,0.811063,0.047466,0.62215,-0.999654,0.99986,0.01167,-0.468104,0.563957,0.373027,0.686678,-0.999986,1.0,0.650943,-0.13968,0.972874,0.979675,0.14111,0.0,1.0,1.0,1.0,1.0,0.020325,0.14111,0.0,1.0,0.0,0.0,0.0
20260704_230314_biogka__outer02__inner00__aug01,20260704_230314_biogka__outer02__inner00__aug01,20260704_230314_biogka,user1,অ,train,2,0,140.0,3.0,0.794038,1.056725,0.83908,0.751414,0.083894,-0.240499,0.265944,0.250525,-0.309902,0.480699,0.256956,-0.408205,0.566858,-0.888904,5.428014,1.054267,0.194227,2.0,0.614286,1.0,0.021898,0.03905,0.097517,0.001455,0.97012,0.023624,0.0152,0.038387,0.027721,0.019405,0.001455,0.087125,0.022626,0.015004,0.037725,-0.006516,0.113422,-0.946404,0.647186,-0.000751,-0.011704,0.01215,0.850386,0.903268,0.005705,3.068846,0.42827,0.179224,1.267234,46.666667,34.988887,1.0,86.0,53.0,27.0,69.5,-0.002762,0.015128,-0.050339,0.034101,-0.00154,-0.009815,0.006447,-0.002701,0.029609,-0.085049,0.068707,-6.1e-05,-0.019112,0.017936,-0.005904,0.802782,-1.0,0.999907,-0.039405,-0.887458,0.903786,0.022309,0.595826,-0.999802,1.0,-0.059822,-0.403349,0.583932,0.062628,0.490924,-0.999454,0.99315,0.077923,-0.198185,0.395148,0.544794,0.676957,-0.997349,1.0,0.923215,0.417252,0.986357,0.978571,0.144808,0.0,1.0,1.0,1.0,1.0,0.021429,0.144808,0.0,1.0,0.0,0.0,0.0
20260704_230314_biogka__outer02__inner00__aug02,20260704_230314_biogka__outer02__inner00__aug02,20260704_230314_biogka,user1,অ,train,2,0,162.0,3.0,0.973726,1.117066,1.087716,0.871682,0.022081,-0.226279,0.289378,0.242719,-0.239539,0.592621,0.165507,-0.438282,0.405046,-1.030903,5.765484,1.107621,0.192112,2.0,0.623457,1.0,0.018868,0.03581,0.095954,0.001676,1.009856,0.020974,0.012383,0.033421,0.025459,0.020262,0.001676,0.148544,0.020847,0.012209,0.033215,-0.005981,0.111744,-0.986287,0.678015,-0.000308,-0.012285,0.01086,0.998852,0.925019,9.4e-05,3.128229,0.63285,0.238523,1.617241,54.0,41.044691,1.0,101.0,60.0,30.5,80.5,-0.003056,0.017738,-0.062749,0.060347,-0.000481,-0.013344,0.006482,-0.001965,0.02667,-0.13464,0.061194,0.000302,-0.010612,0.013982,0.017876,0.775707,-0.99949,0.999994,0.036315,-0.808504,0.840366,0.004954,0.63082,-0.999248,1.0,-0.041875,-0.519291,0.578048,0.064787,0.562522,-0.999617,0.999685,0.103999,-0.33924,0.483387,0.46509,0.680488,-0.998737,1.0,0.86497,0.08428,0.978512,0.981481,0.134817,0.0,1.0,1.0,1.0,1.0,0.018519,0.134817,0.0,1.0,0.0,0.0,0.0
20260704_230314_biogka__outer02__inner00__aug03,20260704_230314_biogka__outer02__inner00__aug03,20260704_230314_biogka,user1,অ,train,2,0,203.0,3.0,0.911284,1.04482,0.952128,0.872192,0.058993,-0.190913,0.274665,0.230483,-0.210834,0.582747,0.19842,-0.381006,0.409254,-0.963753,5.526876,1.047048,0.189447,2.0,0.625616,1.0,0.005,0.027361,0.081028,0.000953,0.95648,0.015515,0.009308,0.0253,0.019536,0.015229,0.000953,0.122107,0.015417,0.009269,0.025002,-0.004493,0.094136,-0.937814,0.651191,-3e-05,-0.006327,0.006245,0.907147,0.915828,0.004549,3.129531,0.513021,0.239056,1.298449,67.666667,51.699989,1.0,127.0,75.0,38.0,101.0,-0.002256,0.012943,-0.051545,0.030498,-0.000998,-0.008278,0.005598,-0.001537,0.020725,-0.110694,0.052624,0.0,-0.010095,0.010963,0.02813,0.788817,-1.0,0.999957,0.0,-0.832331,0.87608,-0.019746,0.613667,-0.999534,1.0,-0.085002,-0.483922,0.532595,0.067386,0.529602,-0.999833,0.999978,0.077653,-0.253464,0.438292,0.52624,0.661855,-0.999929,1.0,0.877561,0.382987,0.978229,0.985222,0.120665,0.0,1.0,1.0,1.0,1.0,0.014778,0.120665,0.0,1.0,0.0,0.0,0.0
20260704_230343_z76un4__outer02__inner00__aug01,20260704_230343_z76un4__outer02__inner00__aug01,20260704_230343_z76un4,user1,অ,train,2,0,219.0,4.0,0.955951,0.820397,0.784259,1.16523,-0.002472,-0.217889,0.288109,0.199988,0.037198,-0.330369,-0.331895,-0.202694,-0.369093,0.127675,6.07844,0.390552,0.064252,3.0,0.534247,2.0,0.009302,0.027883,0.059237,0.000978,0.685346,0.018852,0.00908,0.029923,0.022404,0.017486,0.000978,0.099666,0.018659,0.008759,0.029859,-4.8e-05,0.06201,-0.525956,0.681529,0.000201,-0.009378,0.008769,1.020844,0.95268,0.002073,3.118451,0.65073,0.219842,1.828196,54.75,54.085003,1.0,117.0,50.5,1.0,104.25,-0.004422,0.015847,-0.066668,0.039812,-0.002427,-0.013388,0.004755,-0.000137,0.022852,-0.086526,0.096715,0.000586,-0.006033,0.011631,0.072397,0.709999,-0.999926,0.99998,0.055802,-0.535408,0.852516,-0.105695,0.692451,-0.999967,1.0,-0.176107,-0.819616,0.462807,-2e-06,0.56059,-0.999705,0.997554,0.013534,-0.410984,0.420376,0.42536,0.710498,-0.999731,1.0,0.81547,-0.207215,0.982335,0.981735,0.133908,0.0,1.0,1.0,1.0,1.0,0.018265,0.133908,0.0,1.0,0.0,0.0,0.0
20260704_230343_z76un4__outer02__inner00__aug02,20260704_230343_z76un4__outer02__inner00__aug02,20260704_230343_z76un4,user1,অ,train,2,0,179.0,4.0,0.980018,0.868158,0.85081,1.128848,0.000118,-0.221725,0.303162,0.21468,0.049957,-0.348036,-0.335784,-0.220062,-0.385741,0.127974,6.150952,0.406415,0.066074,3.0,0.541899,2.0,0.022857,0.034556,0.068729,0.001223,0.726219,0.023275,0.009977,0.038049,0.027597,0.022305,0.001223,0.11353,0.022519,0.009778,0.037377,-2.8e-05,0.069498,-0.528892,0.675534,-0.000142,-0.012654,0.00922,0.859022,0.893476,0.001168,3.112426,0.461948,0.181062,1.39667,44.75,44.160927,1.0,97.0,40.5,1.0,84.25,-0.005756,0.019215,-0.068899,0.052518,-0.002515,-0.014179,0.00565,-0.000309,0.028784,-0.112865,0.08818,0.001998,-0.008012,0.010621,0.092188,0.723032,-0.999712,0.999905,0.139706,-0.650436,0.830128,-0.123389,0.673425,-0.999991,1.0,-0.132754,-0.813229,0.485306,0.034324,0.518161,-0.999454,0.998734,0.01528,-0.282439,0.409542,0.540341,0.662089,-0.999574,1.0,0.913004,0.307261,0.988719,0.977654,0.147807,0.0,1.0,1.0,1.0,1.0,0.022346,0.147807,0.0,1.0,0.0,0.0,0.0
20260704_230343_z76un4__outer02__inner00__aug03,20260704_230343_z76un4__outer02__inner00__aug03,20260704_230343_z76un4,user1,অ,train,2,0,176.0,4.0,1.012166,0.855858,0.86627,1.182633,0.038698,-0.253586,0.310441,0.193991,0.069576,-0.372789,-0.296349,-0.214605,-0.365925,0.158184,5.976285,0.398652,0.066706,3.0,0.522727,2.0,0.011628,0.03415,0.069291,0.000983,0.717387,0.02096,0.009532,0.039145,0.027102,0.023494,0.000983,0.137623,0.020496,0.009179,0.037534,-2.1e-05,0.072554,-0.534386,0.702712,0.000241,-0.007992,0.009816,0.669686,0.759317,0.004567,3.12803,0.360725,0.132752,0.859279,44.0,43.145104,1.0,92.0,41.5,1.0,84.5,-0.005805,0.021628,-0.137623,0.053549,-0.002928,-0.013589,0.007009,0.000209,0.027491,-0.102302,0.120796,0.002103,-0.006547,0.010492,0.105336,0.717305,-0.999343,0.999771,0.246703,-0.62559,0.798859,-0.08833,0.683063,-0.999997,1.0,-0.184003,-0.789183,0.518169,0.086873,0.480905,-0.999588,0.999329,0.096193,-0.18913,0.436161,0.68042,0.546087,-0.999908,1.0,0.942918,0.730199,0.992107,0.977273,0.149033,0.0,1.0,1.0,1.0,1.0,0.022727,0.149033,0.0,1.0,0.0,0.0,0.0
20260704_230438_1by20a__outer02__inner00__aug01,20260704_230438_1by20a__outer02__inner00__aug01,20260704_230438_1by20a,user1,অ,train,2,0,147.0,4.0,0.970978,1.024537,0.994803,0.947724,0.093105,-0.218877,0.299399,0.296975,-0.110419,0.484521,0.378323,-0.343419,0.488742,-0.82794,7.030842,0.961433,0.136745,3.0,0.62585,1.0,0.006993,0.048156,0.10252,0.001109,0.908345,0.033276,0.016634,0.048552,0.036259,0.0256,0.001109,0.149194,0.033025,0.016183,0.046035,-0.006208,0.125757,-0.893405,0.814633,-0.000879,-0.012919,0.012624,0.686419,0.756815,0.000482,3.13288,0.418883,0.167508,0.873093,36.75,37.345515,1.0,92.0,27.0,3.25,60.5,-0.002392,0.021196,-0.052994,0.056539,-0.001831,-0.015624,0.008335,-0.003226,0.038093,-0.148634,0.07871,0.003199,-0.016852,0.019988,0.080081,0.766217,-0.99927,0.999925,0.130201,-0.79452,0.884652,-0.054662,0.635225,-0.999873,1.0,-0.08646,-0.573271,0.445516,0.079526,0.490225,-0.99979,0.999877,0.037643,-0.196816,0.427069,0.684463,0.533728,-0.999962,1.0,0.928731,0.706782,0.990539,0.972789,0.162697,0.0,1.0,1.0,1.0,1.0,0.027211,0.162697,0.0,1.0,0.0,0.0,0.0
20260704_230438_1by20a__outer02__inner00__aug02,20260704_230438_1by20a__outer02__inner00__aug02,20260704_230438_1by20a,user1,অ,train,2,0,170.0,4.0,0.909073,0.94059,0.855065,0.966492,0.02253,-0.175335,0.282246,0.279445,-0.155892,0.482379,0.293885,-0.30462,0.449777,-0.786999,7.023145,0.906458,0.129067,3.0,0.623529,1.0,0.012048,0.041557,0.089397,0.00027,0.85476,0.027675,0.015327,0.042812,0.032001,0.022559,0.00027,0.125596,0.026799,0.015257,0.042057,-0.005032,0.110543,-0.841948,0.777165,-0.00378,-0.014928,0.014744,0.986345,0.926606,0.002956,3.129343,0.629014,0.207897,1.616277,42.5,43.014532,1.0,106.0,31.5,4.0,70.0,-0.001888,0.019491,-0.062515,0.055474,-0.001596,-0.01298,0.009292,-0.002436,0.033279,-0.125048,0.069462,0.004337,-0.014416,0.018991,0.10683,0.767182,-0.999999,0.999951,0.279448,-0.745457,0.871025,-0.014393,0.632306,-0.999567,1.0,-0.065062,-0.576819,0.557963,0.036895,0.575316,-0.999978,0.999523,0.005517,-0.341215,0.48737,0.457976,0.676689,-0.999925,1.0,0.842106,-0.024817,0.985751,0.976471,0.151578,0.0,1.0,1.0,1.0,1.0,0.023529,0.151578,0.0,1.0,0.0,0.0,0.0
20260704_230438_1by20a__outer02__inner00__aug03,20260704_230438_1by20a__outer02__inner00__aug03,20260704_230438_1by20a,user1,অ,train,2,0,138.0,4.0,1.012845,1.020463,1.033571,0.992535,0.059878,-0.197138,0.300612,0.286078,-0.061457,0.511066,0.318525,-0.344867,0.379982,-0.855933,6.852456,0.936487,0.136664,3.0,0.615942,1.0,0.007463,0.050018,0.103701,0.000977,0.89959,0.036183,0.019309,0.050266,0.03762,0.025697,0.000977,0.149624,0.035863,0.018865,0.049282,-0.006529,0.126706,-0.875049,0.805399,-0.002581,-0.018778,0.017039,0.732016,0.742691,0.002243,3.081513,0.427147,0.180003,1.153563,34.5,34.586847,1.0,85.0,26.0,3.25,57.25,-0.002741,0.023283,-0.072216,0.055243,-0.003181,-0.017576,0.011321,-0.003077,0.038162,-0.146055,0.066707,0.003518,-0.017376,0.019302,0.092911,0.752961,-0.999778,0.999927,0.189028,-0.73077,0.863672,-0.037555,0.65039,-0.999081,1.0,-0.096848,-0.611461,0.547349,0.117095,0.525249,-0.998205,0.999559,0.130637,-0.127194,0.457529,0.66039,0.523725,-0.998197,1.0,0.919952,0.581434,0.990153,0.971014,0.167766,0.0,1.0,1.0,1.0,1.0,0.028986,0.167766,0.0,1.0,0.0,0.0,0.0
20260704_230508_zz8agk__outer02__inner00__aug01,20260704_230508_zz8agk__outer02__inner00__aug01,20260704_230508_zz8agk,user1,অ,train,2,0,185.0,5.0,0.907294,0.928666,0.842573,0.976986,0.137037,-0.132133,0.269765,0.265664,0.140181,-0.197301,-0.353861,-0.201065,-0.494042,-0.003764,6.163834,0.494056,0.080154,4.0,0.448649,0.0,0.016667,0.033499,0.046925,0.001452,0.596381,0.026925,0.0156,0.038741,0.029903,0.021313,0.001452,0.127649,0.026426,0.015419,0.03761,0.000226,0.063355,-0.585797,0.564791,-0.001023,-0.009653,0.012523,1.020083,0.884838,0.001823,3.128921,0.732284,0.256386,1.574672,37.0,29.031018,8.0,83.0,20.0,15.0,59.0,-0.004288,0.019615,-0.080142,0.038653,-0.001361,-0.014649,0.00763,-0.002287,0.030061,-0.121656,0.101113,0.000426,-0.016658,0.015196,0.004651,0.75341,-0.999993,0.999929,0.013876,-0.845162,0.787248,-0.100745,0.649771,-0.999995,1.0,-0.140593,-0.725396,0.410106,0.050764,0.603227,-0.999999,0.999878,0.052727,-0.375831,0.543888,0.437555,0.664895,-0.999919,1.0,0.790519,0.002202,0.982713,0.972973,0.162162,0.0,1.0,1.0,1.0,1.0,0.027027,0.162162,0.0,1.0,0.0,0.0,0.0
20260704_230508_zz8agk__outer02__inner00__aug02,20260704_230508_zz8agk__outer02__inner00__aug02,20260704_230508_zz8agk,user1,অ,train,2,0,198.0,6.0,1.168267,0.92505,1.080705,1.262923,0.151674,-0.192829,0.328013,0.281039,0.125964,-0.283016,-0.411338,-0.158493,-0.537302,0.124523,6.920782,0.551543,0.079694,5.0,0.444444,1.0,0.0,0.035131,0.04984,0.00322,0.621094,0.024013,0.014076,0.042199,0.0311,0.025721,0.00322,0.204827,0.023732,0.013832,0.041101,0.000373,0.062684,-0.580618,0.517647,0.00072,-0.010442,0.012149,0.989195,0.898211,0.017196,3.117864,0.647839,0.276132,1.530749,33.0,32.07803,1.0,88.0,18.5,9.5,53.75,-0.004587,0.021591,-0.093279,0.037431,-0.000282,-0.014087,0.010797,-0.001529,0.033013,-0.204818,0.098412,9.8e-05,-0.012167,0.014432,0.024713,0.709889,-0.999979,0.9997,0.017366,-0.6819,0.715685,0.019129,0.70362,-1.0,1.0,-0.010482,-0.666653,0.739606,0.034694,0.568408,-0.999387,0.995725,0.050708,-0.439255,0.493484,0.462445,0.679598,-0.999717,1.0,0.824072,0.086553,0.978079,0.969697,0.17142,0.0,1.0,1.0,1.0,1.0,0.030303,0.17142,0.0,1.0,0.0,0.0,0.0
20260704_230508_zz8agk__outer02__inner00__aug03,20260704_230508_zz8agk__outer02__inner00__aug03,20260704_230508_zz8agk,user1,অ,train,2,0,215.0,6.0,0.987682,0.821573,0.811453,1.202184,0.147136,-0.172646,0.288618,0.249756,0.131284,-0.241761,-0.34331,-0.161131,-0.474594,0.08063,6.325356,0.481394,0.076106,5.0,0.432558,1.0,0.014354,0.029558,0.042214,0.000547,0.566294,0.021932,0.013905,0.034905,0.02634,0.019747,0.000547,0.103654,0.02135,0.013771,0.034039,0.000203,0.054803,-0.532232,0.501255,0.000434,-0.011463,0.01254,1.06348,0.935073,0.01305,3.139838,0.711571,0.262738,1.774223,35.833333,33.557993,1.0,93.0,22.0,10.75,58.0,-0.003874,0.018517,-0.070216,0.037055,-0.002076,-0.012636,0.006682,-0.001322,0.026341,-0.103627,0.082563,0.000762,-0.011401,0.013669,0.046816,0.74166,-0.999995,0.999957,0.05253,-0.724433,0.779064,-0.045941,0.667561,-0.999993,1.0,-0.121245,-0.654579,0.632424,0.048511,0.580926,-0.999614,0.999948,0.032561,-0.335765,0.519289,0.40091,0.706713,-0.999998,1.0,0.809013,-0.156819,0.976589,0.972093,0.164706,0.0,1.0,1.0,1.0,1.0,0.027907,0.164706,0.0,1.0,0.0,0.0,0.0
20260704_230530_8783vw__outer02__inner00__aug01,20260704_230530_8783vw__outer02__inner00__aug01,20260704_230530_8783vw,user1,অ,train,2,0,126.0,3.0,0.926054,0.709641,0.657166,1.304961,0.079826,-0.072841,0.266536,0.224698,-0.456131,-0.046747,0.144978,0.061979,0.601109,0.108726,4.208509,0.610863,0.145149,2.0,0.690476,1.0,0.00813,0.033668,0.03836,0.0015,0.390054,0.0274,0.016918,0.040216,0.029754,0.0179,0.0015,0.099438,0.027088,0.016824,0.039305,0.002735,0.0368,-0.128173,0.333292,7.7e-05,-0.009737,0.012184,0.901775,0.800881,0.007499,3.09312,0.660107,0.301605,1.200035,42.0,35.223098,1.0,87.0,38.0,19.5,62.5,0.006291,0.019944,-0.051589,0.077135,0.004895,-0.004217,0.018167,-0.000624,0.027189,-0.081922,0.052303,0.004194,-0.012903,0.019046,0.133308,0.7159,-0.999776,0.999899,0.36077,-0.59339,0.853319,0.219712,0.649186,-0.99998,1.0,0.353587,-0.257837,0.826142,-0.015633,0.596553,-0.999962,0.999966,-0.012576,-0.484413,0.548401,0.533952,0.598979,-0.998826,1.0,0.803511,0.386962,0.963452,0.97619,0.152455,0.0,1.0,1.0,1.0,1.0,0.02381,0.152455,0.0,1.0,0.0,0.0,0.0
20260704_230530_8783vw__outer02__inner00__aug02,20260704_230530_8783vw__outer02__inner00__aug02,20260704_230530_8783vw,user1,অ,train,2,0,170.0,3.0,1.014677,0.800572,0.812322,1.26744,0.074272,-0.019615,0.300768,0.240319,-0.512913,-0.062885,0.115222,0.144178,0.628135,0.207063,4.756834,0.661384,0.139039,2.0,0.688235,1.0,0.0,0.028147,0.036096,0.003275,0.42929,0.021806,0.013592,0.032619,0.025044,0.016225,0.003275,0.099718,0.021772,0.013447,0.032383,0.002275,0.034875,-0.115843,0.363009,0.000608,-0.010384,0.009189,0.900792,0.799373,0.005702,3.08806,0.626869,0.277722,1.318051,56.666667,47.471629,1.0,117.0,52.0,26.5,84.5,0.005122,0.016089,-0.064856,0.05727,0.004504,-0.004779,0.01465,-7e-06,0.024283,-0.087008,0.094629,0.00505,-0.009958,0.013336,0.124996,0.748091,-0.99994,1.0,0.339689,-0.747381,0.851904,0.204133,0.618923,-1.0,1.0,0.319099,-0.221145,0.780087,-0.015143,0.599584,-0.999663,0.999984,-0.060642,-0.514458,0.520972,0.521482,0.606898,-0.998567,1.0,0.814084,0.26747,0.964861,0.982353,0.131665,0.0,1.0,1.0,1.0,1.0,0.017647,0.131665,0.0,1.0,0.0,0.0,0.0
20260704_230530_8783vw__outer02__inner00__aug03,20260704_230530_8783vw__outer02__inner00__aug03,20260704_230530_8783vw,user1,অ,train,2,0,135.0,3.0,1.018321,0.805934,0.8207,1.263529,0.15341,-0.062628,0.30727,0.246928,-0.437164,-0.0773,0.209542,0.099284,0.646706,0.176584,4.491268,0.670381,0.149263,2.0,0.674074,1.0,0.0,0.033517,0.040887,0.002423,0.429501,0.026636,0.013679,0.04092,0.029592,0.01951,0.002423,0.106136,0.026208,0.013425,0.040253,0.002812,0.038654,-0.114634,0.361316,-0.000562,-0.010457,0.009651,0.746904,0.796273,0.000229,3.117347,0.40957,0.181169,1.024591,45.0,36.769553,1.0,91.0,43.0,22.0,67.0,0.006681,0.018395,-0.061462,0.05774,0.004598,-0.00321,0.015976,-0.000202,0.029075,-0.105491,0.065589,0.003274,-0.008438,0.018355,0.094785,0.769729,-0.999993,0.999996,0.24858,-0.814898,0.862356,0.231926,0.587148,-0.999885,1.0,0.322898,-0.179466,0.749834,-0.016301,0.52748,-0.999415,0.999572,-0.00805,-0.37237,0.350046,0.612378,0.588635,-0.999706,1.0,0.920313,0.527559,0.984701,0.977778,0.147406,0.0,1.0,1.0,1.0,1.0,0.022222,0.147406,0.0,1.0,0.0,0.0,0.0
