sample_id,user_id,label,created_at,device,image_path,ink_density,ink_intensity_mean,ink_intensity_std,ink_intensity_sum,image_centroid_x,image_centroid_y,image_std_x,image_std_y,image_bbox_width,image_bbox_height,image_bbox_aspect,proj_x_00,proj_x_01,proj_x_02,proj_x_03,proj_x_04,proj_x_05,proj_x_06,proj_x_07,proj_x_08,proj_x_09,proj_x_10,proj_x_11,proj_x_12,proj_x_13,proj_x_14,proj_x_15,proj_y_00,proj_y_01,proj_y_02,proj_y_03,proj_y_04,proj_y_05,proj_y_06,proj_y_07,proj_y_08,proj_y_09,proj_y_10,proj_y_11,proj_y_12,proj_y_13,proj_y_14,proj_y_15,zone_0_0,zone_0_1,zone_0_2,zone_0_3,zone_0_4,zone_0_5,zone_0_6,zone_1_0,zone_1_1,zone_1_2,zone_1_3,zone_1_4,zone_1_5,zone_1_6,zone_2_0,zone_2_1,zone_2_2,zone_2_3,zone_2_4,zone_2_5,zone_2_6,zone_3_0,zone_3_1,zone_3_2,zone_3_3,zone_3_4,zone_3_5,zone_3_6,zone_4_0,zone_4_1,zone_4_2,zone_4_3,zone_4_4,zone_4_5,zone_4_6,zone_5_0,zone_5_1,zone_5_2,zone_5_3,zone_5_4,zone_5_5,zone_5_6,zone_6_0,zone_6_1,zone_6_2,zone_6_3,zone_6_4,zone_6_5,zone_6_6
20260728_232203_7c77zv,user1,আ,2026-07-28T17:22:03.534Z,Linux Chrome desktop,output/user1/আ/আ_20260728_232203_7c77zv.png,0.084104,0.074877,0.256327,3757.027588,0.655776,0.324748,0.144863,0.104523,0.65625,0.370536,1.771084,0.0,0.0,0.0,2e-06,0.025973,0.031983,0.031944,0.032876,0.14419,0.122241,0.128496,0.165561,0.178332,0.121624,0.016777,0.0,0.0,0.0,0.008019,0.338799,0.205878,0.123497,0.108319,0.139859,0.075628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044543,0.268455,0.362228,0.504749,0.458318,0.112159,0.0,0.0,0.0,0.205921,0.348797,0.522652,0.0,0.0,0.0,0.0,0.157682,0.364698,0.318769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260728_232238_kgwkds,user1,আ,2026-07-28T17:22:38.909Z,Linux Chrome desktop,output/user1/আ/আ_20260728_232238_kgwkds.png,0.109375,0.098014,0.28976,4917.933594,0.467751,0.333026,0.173053,0.13522,0.642857,0.504464,1.274336,0.0,1.7e-05,0.063465,0.087644,0.079531,0.055173,0.099245,0.161198,0.203867,0.038723,0.047731,0.143406,0.02,0.0,0.0,0.0,0.0,0.0,0.138078,0.253138,0.130901,0.094891,0.096764,0.128076,0.106188,0.049399,0.002564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000234,0.005266,0.0,0.0,0.023491,0.483134,0.591985,0.782613,0.418608,0.005729,0.0,0.000471,0.215165,6.5e-05,0.528692,0.165353,0.140939,0.0,0.0,0.231024,0.137408,0.556024,0.038545,0.280212,0.0,0.0,4e-06,0.069049,0.041636,0.0,0.087021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260728_232316_s2ep8l,user1,আ,2026-07-28T17:23:16.011Z,Linux Chrome desktop,output/user1/আ/আ_20260728_232316_s2ep8l.png,0.09088,0.0814,0.266733,4084.325684,0.56455,0.358906,0.142102,0.128062,0.5,0.473214,1.056604,0.0,0.0,0.0,3e-06,0.057687,0.106197,0.063696,0.0869,0.103541,0.150784,0.20152,0.217046,0.012625,0.0,0.0,0.0,0.0,0.0,0.054085,0.233249,0.15562,0.09917,0.115455,0.136839,0.182914,0.022666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.079833,0.37883,0.499368,0.460823,0.11425,0.0,0.0,0.0,0.211474,0.058314,0.472499,0.258896,0.0,0.0,0.0,0.203516,0.269937,0.7178,0.208188,0.0,0.0,0.0,0.0,0.001723,0.053106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_210750_hp0ub6,user1,ই,2026-07-05T15:07:50.100Z,Linux Chrome desktop,output/user1/ই/ই_20260705_210750_hp0ub6.png,0.081952,0.073001,0.253678,3662.913574,0.408266,0.218001,0.153934,0.156239,0.607143,0.700893,0.866242,0.0,0.027962,0.079268,0.122001,0.08076,0.050777,0.088778,0.232154,0.17155,0.079907,0.066831,1.2e-05,0.0,0.0,0.0,0.0,0.144904,0.100764,0.345432,0.123394,0.058931,0.031326,0.032193,0.084235,0.067344,6.5e-05,0.008911,0.002501,0.0,0.0,0.0,0.0,0.158938,0.313882,0.215326,0.379358,0.000172,0.0,0.0,0.009812,0.443754,0.284896,0.628895,0.254236,0.0,0.0,0.0,0.038599,0.000211,0.248614,0.0,0.0,0.0,0.0,0.0,0.028493,0.298192,0.232855,0.0,0.0,0.0,0.000199,0.040621,0.0,1.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_210817_cpe63z,user1,ই,2026-07-05T15:08:17.145Z,Linux Chrome desktop,output/user1/ই/ই_20260705_210817_cpe63z.png,0.069535,0.062382,0.236243,3130.070557,0.353869,0.374569,0.110128,0.134031,0.450893,0.513393,0.878261,0.0,0.002013,0.088916,0.113011,0.109295,0.225199,0.260228,0.07643,0.123678,0.001228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064196,0.103561,0.143466,0.308751,0.135659,0.032179,0.033011,0.158189,0.020989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005633,0.0,0.0,0.0,0.0,0.058345,0.290736,0.381595,0.0,0.0,0.0,0.0,0.037615,0.427466,0.705538,0.380561,4.6e-05,0.0,0.0,0.0,0.0,0.231553,0.005699,0.0,0.0,0.0,0.0,0.0,0.253948,0.277907,6.9e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_210847_8d63gb,user1,ই,2026-07-05T15:08:47.954Z,Linux Chrome desktop,output/user1/ই/ই_20260705_210847_8d63gb.png,0.071528,0.063596,0.237551,3191.003906,0.390873,0.336493,0.12518,0.182613,0.544643,0.571429,0.953125,0.0,0.042363,0.067398,0.037802,0.05039,0.169911,0.246701,0.212163,0.103693,0.064617,0.004961,0.0,0.0,0.0,0.0,0.0,0.0,0.107238,0.149518,0.132435,0.19467,0.071233,0.028944,0.03011,0.053823,0.195702,0.036326,0.0,0.0,0.0,0.0,0.0,0.11021,0.184421,0.267188,0.011807,0.0,0.0,0.0,0.131162,0.100597,0.388683,0.410792,0.013465,0.0,0.0,0.0,8e-06,0.231951,0.268585,0.0,0.0,0.0,0.0,0.0,0.126103,0.1865,0.001938,0.0,0.0,0.0,0.0,0.250172,0.267708,0.164924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_210914_6z0wyv,user1,ই,2026-07-05T15:09:14.890Z,Linux Chrome desktop,output/user1/ই/ই_20260705_210914_6z0wyv.png,0.060607,0.054117,0.220475,2715.380371,0.470596,0.371631,0.102944,0.152131,0.46875,0.59375,0.789474,0.0,0.0,0.0,0.022563,0.053932,0.101897,0.162704,0.276402,0.197811,0.098337,0.086333,1.9e-05,0.0,0.0,0.0,0.0,0.0,0.007764,0.162339,0.055323,0.100005,0.271537,0.098964,0.049926,0.098866,0.087487,0.062369,0.005419,0.0,0.0,0.0,0.0,0.0,0.066433,0.000651,0.0,0.0,0.0,0.0,0.0,0.084681,0.271557,0.230189,0.0,0.0,0.0,0.0,0.0,0.306231,0.654285,0.218838,0.0,0.0,0.0,0.0,0.079488,0.364982,0.0,0.0,0.0,0.0,0.0,0.0,0.139591,0.234812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_211104_cee4mp,user1,ই,2026-07-05T15:11:04.637Z,Linux Chrome desktop,output/user1/ই/ই_20260705_211104_cee4mp.png,0.068778,0.061806,0.235117,3101.172363,0.346261,0.369104,0.083964,0.177887,0.397321,0.589286,0.674242,0.0,0.0,0.048387,0.096863,0.160559,0.309023,0.263359,0.084793,0.037017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.060826,0.141736,0.053413,0.225358,0.098881,0.062675,0.036772,0.079702,0.151647,0.088991,0.0,0.0,0.0,0.0,0.0,0.0,0.256545,0.077554,0.0,0.0,0.0,0.0,0.0,0.298771,0.542785,0.065537,0.0,0.0,0.0,0.0,0.086259,0.488051,0.11741,0.0,0.0,0.0,0.0,0.036026,0.346021,0.014886,0.0,0.0,0.0,0.0,8.4e-05,0.426861,0.271699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_211129_q9xd7j,user1,ই,2026-07-05T15:11:29.635Z,Linux Chrome desktop,output/user1/ই/ই_20260705_211129_q9xd7j.png,0.052954,0.046847,0.205439,2350.595947,0.358684,0.307638,0.113549,0.153809,0.46875,0.5625,0.833333,0.0,0.023814,0.064042,0.127734,0.097078,0.159627,0.246292,0.202145,0.079224,4.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069179,0.224284,0.104968,0.194968,0.111241,0.040148,0.082536,0.099167,0.059674,0.013835,0.0,0.0,0.0,0.0,0.0,0.085413,0.214254,0.080813,0.0,0.0,0.0,0.0,0.009513,0.312297,0.444301,0.034034,0.0,0.0,0.0,0.0,0.043823,0.234624,0.235443,0.0,0.0,0.0,0.0,0.0,0.155737,0.312929,0.0,0.0,0.0,0.0,0.0,0.0,0.132322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_211202_fwdefr,user1,ই,2026-07-05T15:12:02.571Z,Linux Chrome desktop,output/user1/ই/ই_20260705_211202_fwdefr.png,0.071528,0.063867,0.238227,3204.60791,0.408761,0.325688,0.140476,0.148311,0.535714,0.607143,0.882353,0.0,0.0,0.108887,0.079723,0.074304,0.092319,0.163406,0.198877,0.135339,0.107919,0.039225,0.0,0.0,0.0,0.0,0.0,1e-05,0.026419,0.147139,0.142975,0.281276,0.154443,0.034115,0.030619,0.047416,0.082293,0.053295,0.0,0.0,0.0,0.0,0.0,0.001448,0.114694,1.5e-05,0.0,0.0,0.0,0.0,0.000188,0.406775,0.347296,0.316674,0.303508,0.0,0.0,0.0,0.199556,0.422568,0.319504,0.016337,0.0,0.0,0.0,0.0,0.026206,0.254653,0.0,0.0,0.0,0.0,0.0,0.013614,0.304228,0.082234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_211229_nco6f5,user1,ই,2026-07-05T15:12:29.901Z,Linux Chrome desktop,output/user1/ই/ই_20260705_211229_nco6f5.png,0.064493,0.057623,0.227188,2891.274414,0.452522,0.446538,0.119556,0.161277,0.5,0.629464,0.794326,0.0,0.0,0.0,0.056267,0.128792,0.085203,0.123895,0.192441,0.230624,0.127548,0.046961,0.00827,0.0,0.0,0.0,0.0,0.0,0.0,0.026283,0.094069,0.152483,0.033239,0.252522,0.104802,0.037034,0.113934,0.097645,0.079083,0.008906,0.0,0.0,0.0,0.0,3.1e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.290671,0.280224,0.11916,0.0,0.0,0.0,0.0,0.082839,0.237504,0.453673,0.001045,0.0,0.0,0.0,0.020776,0.091709,0.305013,0.124016,0.0,0.0,0.0,0.0,0.050027,0.478324,0.167555,0.0,0.0,0.0,0.0,0.0,8e-06,0.120937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_211257_5zxk15,user1,ই,2026-07-05T15:12:57.301Z,Linux Chrome desktop,output/user1/ই/ই_20260705_211257_5zxk15.png,0.062958,0.056076,0.224352,2813.682373,0.408889,0.397778,0.113206,0.141083,0.473214,0.513393,0.921739,0.0,0.0,0.019984,0.094496,0.099192,0.12197,0.240211,0.22849,0.086189,0.102972,0.006496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007224,0.113664,0.156646,0.317237,0.102673,0.033311,0.041766,0.120427,0.107037,1.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.365119,0.269543,0.072698,0.0,0.0,0.0,0.0,0.117119,0.466789,0.464013,0.148372,0.0,0.0,0.0,0.0,0.057453,0.184904,0.0,0.0,0.0,0.0,0.0,0.204684,0.278588,0.118455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_211324_69n6hy,user1,ই,2026-07-05T15:13:24.464Z,Linux Chrome desktop,output/user1/ই/ই_20260705_211324_69n6hy.png,0.081214,0.072797,0.253634,3652.650879,0.434487,0.376711,0.131936,0.162881,0.5625,0.598214,0.940299,0.0,3e-05,0.064294,0.067447,0.064953,0.072392,0.152812,0.240714,0.190334,0.07827,0.068738,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.14561,0.070911,0.233106,0.148946,0.083556,0.050189,0.064363,0.098527,0.078465,0.026328,0.0,0.0,0.0,0.0,0.0,0.004952,0.00422,0.0,0.0,0.0,0.0,0.028791,0.493911,0.38647,0.171473,0.000199,0.0,0.0,0.0,0.074609,0.252302,0.714924,0.278274,0.0,0.0,0.0,0.0,0.032039,0.449854,0.0,0.0,0.0,0.0,0.0,0.117505,0.349866,0.185214,0.0,0.0,0.0,0.0,0.0,0.0,0.022438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_213721_6edrqn,user1,ঈ,2026-07-05T15:37:21.634Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_213721_6edrqn.png,0.080018,0.071453,0.251196,3585.223633,0.505594,0.311007,0.148236,0.144591,0.575893,0.544643,1.057377,0.0,0.0,0.002051,0.083078,0.072312,0.067759,0.067425,0.102484,0.175735,0.175201,0.180077,0.073086,0.000792,0.0,0.0,0.0,0.0,0.08225,0.12972,0.119645,0.296128,0.090147,0.052828,0.066924,0.077516,0.08482,2.2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.058245,0.23804,0.174226,0.0,0.0,0.0,0.0,0.333494,0.303803,0.467766,0.348039,0.029979,0.0,0.0,0.056307,0.000965,0.206909,0.451589,2.3e-05,0.0,0.0,0.0,0.0,0.177562,0.363511,0.044305,0.0,0.0,0.0,0.0,0.040908,0.144646,0.060876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_213804_scynf9,user1,ঈ,2026-07-05T15:38:04.513Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_213804_scynf9.png,0.062719,0.05601,0.224351,2810.349121,0.472808,0.310622,0.108679,0.147344,0.482143,0.522321,0.923077,0.0,0.0,0.0,0.042297,0.078239,0.082223,0.099485,0.218464,0.282178,0.148908,0.048201,4e-06,0.0,0.0,0.0,0.0,0.0,0.092697,0.179432,0.15309,0.118916,0.070395,0.122901,0.139974,0.08733,0.035265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016016,0.18336,0.179044,0.0,0.0,0.0,0.0,0.178941,0.265824,0.585976,0.011477,0.0,0.0,0.0,0.0,0.040851,0.312017,0.199008,0.0,0.0,0.0,0.0,0.069562,0.478431,0.173269,0.0,0.0,0.0,0.0,0.0,2.3e-05,0.050682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_213852_tuebtl,user1,ঈ,2026-07-05T15:38:52.607Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_213852_tuebtl.png,0.09381,0.083435,0.269483,4186.411621,0.542794,0.325434,0.122785,0.179471,0.517857,0.642857,0.805556,0.0,0.0,0.0,0.000643,0.059458,0.067269,0.080449,0.120743,0.171946,0.199716,0.200781,0.091524,0.007472,0.0,0.0,0.0,0.005596,0.132263,0.091757,0.217598,0.12363,0.075166,0.079139,0.047437,0.061452,0.084742,0.080085,0.001134,0.0,0.0,0.0,0.0,0.0,0.048878,0.239392,0.268823,0.156641,0.0,0.0,0.0,0.047817,0.451486,0.452125,0.433931,0.034624,0.0,0.0,0.0,0.027083,0.329776,0.366912,0.080262,0.0,0.0,0.0,0.0,0.013408,0.49789,4.6e-05,0.0,0.0,0.0,0.0,0.259333,0.258747,0.121121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_213943_7qqvt7,user1,ঈ,2026-07-05T15:39:43.527Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_213943_7qqvt7.png,0.058056,0.052092,0.216869,2613.764648,0.439261,0.422152,0.098003,0.155831,0.433036,0.566964,0.76378,0.0,0.0,0.0,0.033587,0.08581,0.104118,0.2972,0.19585,0.183474,0.074446,0.025515,0.0,0.0,0.0,0.0,0.0,0.0,3.9e-05,0.068983,0.134133,0.08018,0.096285,0.159408,0.077532,0.12437,0.168281,0.090759,2.9e-05,0.0,0.0,0.0,0.0,0.0,0.023204,0.0,0.0,0.0,0.0,0.0,0.0,0.192689,0.421676,0.010252,0.0,0.0,0.0,0.0,0.0,0.340391,0.339445,0.016268,0.0,0.0,0.0,0.0,0.086841,0.525682,6.9e-05,0.0,0.0,0.0,0.0,0.161769,0.246638,0.18758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_214029_z7ddbl,user1,ঈ,2026-07-05T15:40:29.331Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_214029_z7ddbl.png,0.068638,0.061881,0.235375,3104.933105,0.55263,0.402632,0.098381,0.140965,0.446429,0.549107,0.813008,0.0,0.0,0.0,0.0,0.0,0.036112,0.111048,0.140875,0.25312,0.221277,0.143617,0.082673,0.011277,0.0,0.0,0.0,0.0,0.0,0.05057,0.096905,0.120177,0.238789,0.108483,0.121213,0.101896,0.059746,0.102117,0.000106,0.0,0.0,0.0,0.0,0.0,0.0,5.4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.218719,0.311075,0.014365,2.3e-05,0.0,0.0,0.0,0.122392,0.468884,0.545297,0.120975,0.0,0.0,0.0,0.025923,0.348491,0.366973,0.050199,0.0,0.0,0.0,0.021055,0.209095,0.20864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_214107_b894ld,user1,ঈ,2026-07-05T15:41:07.880Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_214107_b894ld.png,0.077806,0.069049,0.247013,3464.623535,0.501331,0.460196,0.115464,0.157119,0.486607,0.651786,0.746575,0.0,0.0,0.0,0.005473,0.069146,0.088772,0.129375,0.180382,0.196686,0.14741,0.159259,0.023497,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,0.11648,0.072753,0.135742,0.194525,0.092312,0.08203,0.108384,0.129626,0.03021,0.028001,0.009926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.109547,0.309586,0.179653,0.0,0.0,0.0,0.0,7.3e-05,0.322296,0.522729,0.253274,0.0,0.0,0.0,0.0,0.046852,0.464231,0.190748,0.0,0.0,0.0,0.0,0.117092,0.266774,0.414476,0.005285,0.0,0.0,0.0,0.0,0.0,0.180806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_215457_yruoxw,user1,ঈ,2026-07-05T15:54:57.909Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_215457_yruoxw.png,0.085758,0.076293,0.258589,3828.094238,0.430714,0.407651,0.131672,0.181941,0.558036,0.633929,0.880282,0.0,1.1e-05,0.058095,0.070752,0.064732,0.119316,0.150966,0.208255,0.165507,0.122325,0.040017,2.4e-05,0.0,0.0,0.0,0.0,0.0,0.001279,0.163029,0.068964,0.064751,0.229746,0.087739,0.057972,0.066964,0.079946,0.086982,0.09258,4.7e-05,0.0,0.0,0.0,0.008081,0.03133,0.035221,3.1e-05,0.0,0.0,0.0,0.006143,0.369581,0.236152,0.248035,0.000234,0.0,0.0,0.0,0.202888,0.518861,0.466988,0.139062,0.0,0.0,0.0,0.0,0.036037,0.34524,0.166039,0.0,0.0,0.0,0.0,0.219711,0.460972,0.096511,0.0,0.0,0.0,0.0,0.001287,0.020133,0.129837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_215539_dr61qv,user1,ঈ,2026-07-05T15:55:39.424Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_215539_dr61qv.png,0.088967,0.079379,0.263487,3982.905762,0.449975,0.369921,0.111017,0.176377,0.508929,0.651786,0.780822,0.0,0.0,0.0,0.05268,0.074206,0.113354,0.214056,0.191388,0.192932,0.110194,0.044833,0.006357,0.0,0.0,0.0,0.0,7e-06,0.043984,0.156608,0.049724,0.217114,0.100472,0.079439,0.064554,0.092513,0.095544,0.066399,0.033642,0.0,0.0,0.0,0.0,0.0,0.191969,0.088561,0.072411,0.0,0.0,0.0,0.0,0.147139,0.383479,0.517563,0.15242,0.0,0.0,0.0,0.029331,0.545948,0.353091,0.006652,0.0,0.0,0.0,0.0,0.035857,0.543221,0.115702,0.0,0.0,0.0,0.0,0.222718,0.211508,0.267088,0.0,0.0,0.0,0.0,0.0,0.0,0.004898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_215654_07cd7w,user1,ঈ,2026-07-05T15:56:54.824Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_215654_07cd7w.png,0.077866,0.069204,0.247378,3472.368408,0.552269,0.425638,0.104955,0.165941,0.455357,0.620536,0.733813,0.0,0.0,0.0,0.0,0.000681,0.066747,0.099063,0.1282,0.196233,0.24963,0.158798,0.096111,0.004538,0.0,0.0,0.0,0.0,3e-05,0.044857,0.127325,0.092261,0.238387,0.041155,0.07547,0.105216,0.120502,0.096478,0.058306,1.2e-05,0.0,0.0,0.0,0.0,0.0,0.028163,0.0,0.0,0.0,0.0,0.0,0.0,0.331599,0.294344,0.028133,0.0,0.0,0.0,0.0,0.169156,0.491701,0.394704,0.094336,0.0,0.0,0.0,0.0,0.112293,0.54411,0.027597,0.0,0.0,0.0,6.5e-05,0.357713,0.421932,0.005308,0.0,0.0,0.0,0.0,0.0,0.06155,0.028282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260705_215745_i5n9h7,user1,ঈ,2026-07-05T15:57:45.837Z,Linux Chrome desktop,output/user1/ঈ/ঈ_20260705_215745_i5n9h7.png,0.074,0.066138,0.242241,3318.525635,0.555741,0.37431,0.120744,0.160003,0.526786,0.59375,0.887218,0.0,0.0,0.0,0.0,0.037806,0.063304,0.069712,0.122672,0.187299,0.241911,0.135988,0.096975,0.044333,0.0,0.0,0.0,0.0,0.026307,0.150047,0.073501,0.075897,0.255203,0.061793,0.067878,0.152286,0.047932,0.089135,2.1e-05,0.0,0.0,0.0,0.0,0.0,0.026061,0.153933,0.000134,0.0,0.0,0.0,0.0,0.001,0.247763,0.316,0.170374,0.0,0.0,0.0,0.0,0.084095,0.52891,0.416521,0.12544,0.0,0.0,0.0,0.0,0.292992,0.462561,0.000176,0.0,0.0,0.0,0.0,0.000237,0.242609,0.17194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260704_232121_lcxi4y,user2,অ,2026-07-04T17:21:21.362Z,macOS Chrome desktop,output/user2/অ/অ_20260704_232121_lcxi4y.png,0.065788,0.05813,0.227687,2916.745117,0.660118,0.270008,0.127156,0.118866,0.459821,0.397321,1.157303,0.0,0.0,0.0,0.0,0.0,0.0,0.049964,0.093335,0.139585,0.098594,0.100929,0.23574,0.162544,0.11931,0.0,0.0,0.0,0.067892,0.276288,0.152636,0.126601,0.105366,0.154675,0.116533,8e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075797,0.253615,0.136661,0.03318,0.0,0.0,0.0,0.016238,0.361929,0.284969,0.486332,0.0,0.0,0.0,0.0,0.141042,0.135811,0.519968,0.0,0.0,0.0,0.0,0.0,0.193313,0.209528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260728_232630_znnts0,user2,অ,2026-07-28T17:26:30.994Z,Linux Chrome desktop,output/user2/অ/অ_20260728_232630_znnts0.png,0.066984,0.059234,0.229587,2972.121582,0.376123,0.353791,0.140556,0.101166,0.513393,0.352679,1.455696,0.0,0.022585,0.086379,0.131032,0.128037,0.085134,0.134554,0.181721,0.124237,0.106321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.199881,0.242551,0.132824,0.170086,0.139168,0.115485,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.130258,0.34545,0.329262,0.228906,1.5e-05,0.0,0.0,0.014534,0.379588,0.072714,0.523334,0.059693,0.0,0.0,0.0,0.046385,0.312324,0.306553,0.153447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260728_232652_hdsmyh,user2,অ,2026-07-28T17:26:52.983Z,Linux Chrome desktop,output/user2/অ/অ_20260728_232652_hdsmyh.png,0.062141,0.055161,0.222191,2767.75293,0.374497,0.413667,0.116536,0.112152,0.419643,0.383929,1.093023,0.0,0.0,0.039891,0.1762,0.123997,0.107137,0.213089,0.137545,0.202142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000939,0.264598,0.2022,0.122088,0.111524,0.161714,0.136812,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071729,0.127397,0.118459,0.0,0.0,0.0,0.007085,0.518072,0.392701,0.315518,0.0,0.0,0.0,0.0,0.206706,0.105871,0.523706,0.0,0.0,0.0,0.0,0.001134,0.241356,0.07315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20260728_232714_hincfq,user2,অ,2026-07-28T17:27:14.986Z,Linux Chrome desktop,output/user2/অ/অ_20260728_232714_hincfq.png,0.061464,0.054366,0.220629,2727.890137,0.371492,0.386043,0.108589,0.120601,0.4375,0.504464,0.867257,0.0,0.0,0.042854,0.128195,0.109739,0.213702,0.241547,0.0887,0.171054,0.004208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114127,0.255768,0.12059,0.16434,0.162532,0.101877,0.03578,0.033895,0.011091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010451,0.271289,0.290338,0.233234,0.0,0.0,0.0,0.000517,0.239442,0.301287,0.301543,0.0,0.0,0.0,0.0,0.110888,0.499682,0.203784,0.000123,0.0,0.0,0.0,0.0,0.201321,0.0,0.0,0.0,0.0,0.0,0.0,5.7e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
